"concept","variable_id","wave","question"
"international_relations","intl_usa_country_influence_valence_w4","w4","q171"
"international_relations","dem_rating_china","w3","q120"
"international_relations","dem_rating_china","w4","q121"
"international_relations","dem_rating_china","w5","q128"
"international_relations","dem_rating_china","w6","q120"
"international_relations","dem_rating_usa","w3","q121"
"international_relations","dem_rating_usa","w4","q122"
"international_relations","dem_rating_usa","w5","q129"
"international_relations","dem_rating_usa","w6","q121"
"international_relations","dem_rating_japan","w5","q130"
"international_relations","dem_rating_india","w5","q131"
"meaning_of_democracy","dem_meaning_set1","w3","q85"
"meaning_of_democracy","dem_meaning_set1","w4","q88"
"meaning_of_democracy","dem_meaning_set1","w6","q85"
"meaning_of_democracy","dem_meaning_set2","w3","q86"
"meaning_of_democracy","dem_meaning_set2","w4","q89"
"meaning_of_democracy","dem_meaning_set2","w6","q86"
"meaning_of_democracy","dem_meaning_set3","w3","q87"
"meaning_of_democracy","dem_meaning_set3","w4","q90"
"meaning_of_democracy","dem_meaning_set3","w6","q87"
"meaning_of_democracy","dem_meaning_set4","w3","q88"
"meaning_of_democracy","dem_meaning_set4","w4","q91"
"meaning_of_democracy","dem_meaning_set4","w6","q88"
"national_identity","nat_proud_citizen","w2","q154"
"national_identity","nat_proud_citizen","w3","q154"
"national_identity","nat_proud_citizen","w4","q161"
"national_identity","nat_proud_citizen","w5","q166"
"national_identity","nat_proud_citizen","w6","q166"
"national_identity","nat_willing_emigrate","w2","q155"
"national_identity","nat_willing_emigrate","w3","q155"
"national_identity","nat_willing_emigrate","w4","q162"
"national_identity","nat_willing_emigrate","w5","q167"
"national_identity","nat_willing_emigrate","w6","q167"
"partisanship","party_closeness","w1","q063"
"partisanship","party_closeness","w2","q55"
"partisanship","party_closeness","w3","q48"
"partisanship","party_closeness","w4","q54"
"partisanship","party_closeness","w5","q57"
"partisanship","party_closeness","w6","q55"
"partisanship","has_party_id","w1","q062"
"partisanship","has_party_id","w2","q54"
"partisanship","has_party_id","w3","q47"
"partisanship","has_party_id","w4","q53"
"partisanship","has_party_id","w5","q56"
"partisanship","has_party_id","w6","q54"
"political_action","action_contact_elected","w1","q075"
"political_action","action_contact_elected","w2","q81"
"political_action","action_contact_elected","w3","q64"
"political_action","action_contact_elected","w4","q69"
"political_action","action_contact_elected","w5","q70"
"political_action","action_contact_elected","w6","q68"
"political_action","action_contact_civil_servant","w1","q073"
"political_action","action_contact_civil_servant","w2","q79"
"political_action","action_contact_civil_servant","w3","q65"
"political_action","action_contact_civil_servant","w4","q70"
"political_action","action_contact_civil_servant","w5","q71"
"political_action","action_contact_civil_servant","w6","q69"
"political_action","action_contact_influential","w2","q84"
"political_action","action_contact_influential","w3","q66"
"political_action","action_contact_influential","w4","q71"
"political_action","action_contact_influential","w5","q72"
"political_action","action_contact_influential","w6","q70"
"political_action","action_contact_media","w3","q68"
"political_action","action_contact_media","w4","q73"
"political_action","action_contact_media","w5","q73"
"political_action","action_contact_media","w6","q71"
"political_action","action_petition","w2","q87"
"political_action","action_petition","w3","q70"
"political_action","action_petition","w4","q75"
"political_action","action_petition","w5","q74"
"political_action","action_petition","w6","q72"
"political_action","action_internet_political","w4","q52"
"political_action","action_internet_political","w5","q76"
"political_action","action_internet_political","w6","q73"
"political_action","action_join_cause","w5","q77"
"political_action","action_join_cause","w6","q74"
"political_action","action_resolve_local","w4","q74"
"political_action","action_resolve_local","w5","q78"
"political_action","action_resolve_local","w6","q75"
"political_action","action_demonstration","w2","q88"
"political_action","action_demonstration","w3","q71"
"political_action","action_demonstration","w4","q76"
"political_action","action_demonstration","w5","q79"
"political_action","action_demonstration","w6","q76"
"political_action","action_risky_political","w5","q80"
"political_action","action_risky_political","w6","q77"
"political_action","voting_frequency","w2","q90"
"political_action","voting_frequency","w3","q73"
"political_action","voting_frequency","w4","q78"
"political_action","voting_frequency","w5","q81"
"political_action","voting_frequency","w6","q78"
"political_action","vote_buying_offered","w1","q116"
"political_action","vote_buying_offered","w2","q119"
"political_action","vote_buying_offered","w3","q119"
"political_action","vote_buying_offered","w4","q120"
"political_action","vote_buying_offered","w5","q127"
"political_action","vote_buying_offered","w6","q79"
"political_action","voted_national_election","w2","q38"
"political_action","voted_national_election","w3","q32"
"political_action","voted_national_election","w4","q33"
"political_action","voted_national_election","w5","q33"
"political_action","voted_national_election","w6","q33"
"political_action","attended_campaign_rally","w1","q029"
"political_action","attended_campaign_rally","w2","q40"
"political_action","attended_campaign_rally","w3","q34"
"political_action","attended_campaign_rally","w4","q35"
"political_action","attended_campaign_rally","w5","q35"
"political_action","attended_campaign_rally","w6","q35"
"political_action","persuaded_others_vote","w1","q030"
"political_action","persuaded_others_vote","w2","q41"
"political_action","persuaded_others_vote","w3","q35"
"political_action","persuaded_others_vote","w4","q36"
"political_action","persuaded_others_vote","w5","q36"
"political_action","persuaded_others_vote","w6","q36"
"political_action","worked_for_candidate","w5","q37"
"political_action","worked_for_candidate","w6","q37"
"political_action","election_free_fair","w2","q43"
"political_action","election_free_fair","w3","q37"
"political_action","election_free_fair","w4","q38"
"political_action","election_free_fair","w5","q38"
"political_action","election_free_fair","w6","q38"
"political_action","participation_frequency","w1","q022"
"political_action","voted_last_election_w1","w1","q027"
"political_action","helped_party_w1","w1","q031"
"political_action","action_contact_higher_w1","w1","q074"
"political_action","action_contact_party_w1","w1","q076"
"political_action","action_contact_ngo_w1","w1","q077"
"political_action","action_contact_media_w1","w1","q078"
"political_action","action_demonstration_w1","w1","q079"
"political_action","action_contact_other_w1","w1","q080"
"political_action","contact_mode_govt","w1","q081"
"political_action","contact_mode_higher","w1","q082"
"political_action","contact_mode_elected","w1","q083"
"political_action","contact_mode_party","w1","q084"
"political_action","contact_mode_ngo","w1","q085"
"political_action","contact_mode_media","w1","q086"
"political_action","contact_mode_other","w1","q088"
"political_action","action_contact_elected_w4","w4","q69a"
"political_action","action_contact_higher_w4","w4","q70a"
"political_action","action_contact_traditional_w4","w4","q71a"
"political_action","action_contact_influential_3cat","w4","q72"
"political_action","action_contact_influential_w4","w4","q72a"
"political_action","action_contact_media_w4","w4","q73a"
"political_action","action_resolve_local_w4","w4","q74a"
"political_action","action_petition_w4","w4","q75a"
"political_action","action_demonstration_w4","w4","q76a"
"political_action","action_violence_3cat","w4","q77"
"political_action","action_violence_w4","w4","q77a"
"political_action","persuade_others_vote","w4","q36"
"political_action","helped_party_campaign","w4","q37"
"political_action","voting_pattern_self_description","w4","q78"
"political_action","voted_winning_losing","w4","q34a"
"political_attitudes","pol_interest","w1","q056"
"political_attitudes","pol_interest","w2","q49"
"political_attitudes","pol_interest","w3","q43"
"political_attitudes","pol_interest","w4","q44"
"political_attitudes","pol_interest","w5","q46"
"political_attitudes","pol_interest","w6","q47"
"political_attitudes","pol_news_follow","w1","q057"
"political_attitudes","pol_news_follow","w2","q50"
"political_attitudes","pol_news_follow","w3","q44"
"political_attitudes","pol_news_follow","w4","q45"
"political_attitudes","pol_news_follow","w5","q47"
"political_attitudes","pol_news_follow","w6","q48"
"political_attitudes","pol_discuss","w1","q023"
"political_attitudes","pol_discuss","w2","q52"
"political_attitudes","pol_discuss","w3","q46"
"political_attitudes","pol_discuss","w4","q46"
"political_attitudes","pol_discuss","w5","q48"
"political_attitudes","pol_discuss","w6","q49"
"political_attitudes","govt_responds_people","w2","q116"
"political_attitudes","govt_responds_people","w3","q113"
"political_attitudes","govt_responds_people","w4","q115"
"political_attitudes","govt_responds_people","w5","q121"
"political_attitudes","govt_responds_people","w6","q112"
"political_attitudes","govt_withholds_info","w2","q112"
"political_attitudes","govt_withholds_info","w3","q109"
"political_attitudes","govt_withholds_info","w4","q111"
"political_attitudes","govt_withholds_info","w5","q117"
"political_attitudes","govt_withholds_info","w6","q108"
"political_attitudes","sat_president_govt","w1","q104"
"political_attitudes","sat_president_govt","w3","q95"
"political_attitudes","sat_president_govt","w4","q98"
"political_attitudes","sat_president_govt","w5","q105"
"political_attitudes","sat_president_govt","w6","q96"
"political_attitudes","system_capable","w3","q80"
"political_attitudes","system_capable","w4","q83"
"political_attitudes","system_capable","w5","q86"
"political_attitudes","system_capable","w6","q80"
"political_attitudes","system_proud","w3","q81"
"political_attitudes","system_proud","w4","q84"
"political_attitudes","system_proud","w5","q87"
"political_attitudes","system_proud","w6","q81"
"political_attitudes","system_deserves_support","w3","q82"
"political_attitudes","system_deserves_support","w4","q85"
"political_attitudes","system_deserves_support","w5","q88"
"political_attitudes","system_deserves_support","w6","q82"
"political_attitudes","citizen_loyalty_country","w2","q153"
"political_attitudes","citizen_loyalty_country","w3","q137"
"political_attitudes","citizen_loyalty_country","w4","q138"
"political_attitudes","citizen_loyalty_country","w5","q145"
"political_attitudes","citizen_loyalty_country","w6","q137"
"political_attitudes","system_prefer","w3","q83"
"political_attitudes","system_prefer","w4","q86"
"political_attitudes","system_prefer","w5","q89"
"political_attitudes","system_prefer","w6","q83"
"political_attitudes","system_needs_change","w3","q84"
"political_attitudes","system_needs_change","w4","q87"
"political_attitudes","system_needs_change","w5","q90"
"political_attitudes","system_needs_change","w6","q84"
"political_attitudes","pol_news_newspaper","w1","q058"
"political_attitudes","pol_news_television","w1","q059"
"political_attitudes","pol_news_radio","w1","q060"
"political_attitudes","govt_policy_impact","w1","q061"
"political_efficacy","efficacy_ability_participate","w1","q126"
"political_efficacy","efficacy_ability_participate","w2","q127"
"political_efficacy","efficacy_ability_participate","w3","q133"
"political_efficacy","efficacy_ability_participate","w4","q134"
"political_efficacy","efficacy_ability_participate","w5","q141"
"political_efficacy","efficacy_ability_participate","w6","q133"
"political_efficacy","efficacy_politics_complicated","w1","q127"
"political_efficacy","efficacy_politics_complicated","w2","q128"
"political_efficacy","efficacy_politics_complicated","w3","q134"
"political_efficacy","efficacy_politics_complicated","w4","q135"
"political_efficacy","efficacy_politics_complicated","w5","q142"
"political_efficacy","efficacy_politics_complicated","w6","q134"
"political_efficacy","efficacy_no_influence","w1","q129"
"political_efficacy","efficacy_no_influence","w3","q135"
"political_efficacy","efficacy_no_influence","w4","q136"
"political_efficacy","efficacy_no_influence","w5","q143"
"political_efficacy","efficacy_no_influence","w6","q135"
"public_services","access_roads","w5","q39"
"public_services","access_roads","w6","q39"
"public_services","access_water","w5","q40"
"public_services","access_water","w6","q40"
"public_services","access_transport","w5","q41"
"public_services","access_transport","w6","q41"
"public_services","access_internet","w5","q44"
"public_services","access_internet","w6","q44"
"public_services","access_healthcare","w2","q46"
"public_services","access_healthcare","w3","q40"
"public_services","access_healthcare","w4","q41"
"public_services","access_healthcare","w5","q42"
"public_services","access_healthcare","w6","q42"
"public_services","access_police","w2","q47"
"public_services","access_police","w3","q41"
"public_services","access_police","w4","q42"
"public_services","access_police","w5","q43"
"public_services","access_police","w6","q43"
"public_services","access_childcare","w6","q45"
"public_services","access_identity_document","w4","q39"
"public_services","access_public_school","w4","q40"
"public_services","local_safety","w2","q32"
"public_services","local_safety","w3","q42"
"public_services","local_safety","w4","q43"
"public_services","local_safety","w5","q45"
"public_services","local_safety","w6","q46"
"redistribution_attitudes","govt_resp_inequality","w5","q160a"
"redistribution_attitudes","govt_resp_inequality","w6","q160a"
"redistribution_attitudes","govt_resp_housing","w5","q160b"
"redistribution_attitudes","govt_resp_housing","w6","q160b"
"redistribution_attitudes","govt_resp_healthcare","w5","q160c"
"redistribution_attitudes","govt_resp_healthcare","w6","q160c"
"redistribution_attitudes","govt_resp_basic_needs","w5","q160d"
"redistribution_attitudes","govt_resp_basic_needs","w6","q160d"
"social_media","internet_frequency","w2","q66"
"social_media","internet_frequency","w3","q45"
"social_media","internet_frequency","w4","q49"
"social_media","internet_frequency","w5","q49"
"social_media","internet_frequency","w6","q50"
"social_media","internet_access_home","w4","q47"
"social_media","internet_access_mobile","w4","q48"
"social_media","sm_use_any","w4","q50"
"social_media","sm_use_any","w5","q50"
"social_media","sm_use_facebook","w6","q51a_Facebook"
"social_media","sm_use_twitter","w6","q51b_Twitter"
"social_media","sm_use_instagram","w6","q51c_Instagram"
"social_media","sm_use_youtube","w6","q51d_Youtube"
"social_media","sm_use_tiktok","w6","q51e_Tiktok"
"social_media","sm_use_messenger","w6","q51f_Messenger"
"social_media","sm_use_whatsapp","w6","q51i_Whatsapp"
"social_media","internet_political_info","w4","q51"
"social_media","sm_connect_people","w5","q51a"
"social_media","sm_connect_people","w6","q52a"
"social_media","sm_express_political","w4","q52"
"social_media","sm_express_political","w5","q51b"
"social_media","sm_express_political","w6","q52b"
"social_media","sm_share_news","w5","q51c"
"social_media","sm_share_news","w6","q52c"
"social_media","sm_organize_politics","w5","q51d"
"social_media","sm_organize_politics","w6","q52d"
"social_media","political_info_channel","w5","q52"
"social_media","political_info_channel","w6","q53"
"social_trust","trust_generalized_binary","w1","q024"
"social_trust","trust_generalized_binary","w2","q23"
"social_trust","trust_generalized_binary","w3","q23"
"social_trust","trust_generalized_binary","w4","q23"
"social_trust","trust_generalized_binary","w5","q22"
"social_trust","trust_generalized_binary","w6","q22"
"social_trust","trust_generalized_ordinal","w3","q49"
"social_trust","trust_generalized_ordinal","w4","q24"
"social_trust","trust_generalized_ordinal","w5","q23"
"social_trust","trust_generalized_ordinal","w6","q23"
"social_trust","trust_relatives","w2","q24"
"social_trust","trust_relatives","w3","q25"
"social_trust","trust_relatives","w4","q26"
"social_trust","trust_relatives","w5","q24"
"social_trust","trust_relatives","w6","q24"
"social_trust","trust_neighbors","w2","q25"
"social_trust","trust_neighbors","w3","q26"
"social_trust","trust_neighbors","w4","q27"
"social_trust","trust_neighbors","w5","q25"
"social_trust","trust_neighbors","w6","q25"
"social_trust","trust_acquaintances","w2","q26"
"social_trust","trust_acquaintances","w3","q27"
"social_trust","trust_acquaintances","w4","q28"
"social_trust","trust_acquaintances","w5","q26"
"social_trust","trust_acquaintances","w6","q26"
"social_trust","trust_strangers","w5","q27"
"social_trust","trust_strangers","w6","q27"
"social_trust","trust_govt_do_right","w1","q131"
"social_trust","trust_govt_do_right","w2","q130"
"social_trust","trust_govt_do_right","w3","q136"
"social_trust","trust_govt_do_right","w4","q137"
"social_trust","trust_govt_do_right","w5","q144"
"social_trust","trust_govt_do_right","w6","q136"
"traditionalism","trad_family_first","w1","q069"
"traditionalism","trad_family_first","w2","q60"
"traditionalism","trad_family_first","w3","q50"
"traditionalism","trad_family_first","w4","q55"
"traditionalism","trad_family_first","w5","q58"
"traditionalism","trad_family_first","w6","q56"
"traditionalism","trad_group_sacrifice","w3","q51"
"traditionalism","trad_group_sacrifice","w4","q56"
"traditionalism","trad_group_sacrifice","w5","q59"
"traditionalism","trad_group_sacrifice","w6","q57"
"traditionalism","trad_national_sacrifice","w3","q52"
"traditionalism","trad_national_sacrifice","w4","q57"
"traditionalism","trad_national_sacrifice","w5","q60"
"traditionalism","trad_national_sacrifice","w6","q58"
"traditionalism","trad_longterm_relation","w3","q53"
"traditionalism","trad_longterm_relation","w4","q58"
"traditionalism","trad_longterm_relation","w5","q61"
"traditionalism","trad_longterm_relation","w6","q59"
"traditionalism","trad_obey_parents","w1","q064"
"traditionalism","trad_obey_parents","w2","q56"
"traditionalism","trad_obey_parents","w3","q55"
"traditionalism","trad_obey_parents","w4","q60"
"traditionalism","trad_obey_parents","w5","q62"
"traditionalism","trad_obey_parents","w6","q60"
"traditionalism","trad_motherinlaw_obey","w1","q072"
"traditionalism","trad_motherinlaw_obey","w3","q56"
"traditionalism","trad_motherinlaw_obey","w4","q61"
"traditionalism","trad_motherinlaw_obey","w5","q63"
"traditionalism","trad_motherinlaw_obey","w6","q61"
"traditionalism","trad_teacher_authority","w2","q57"
"traditionalism","trad_teacher_authority","w3","q57"
"traditionalism","trad_teacher_authority","w4","q62"
"traditionalism","trad_teacher_authority","w5","q64"
"traditionalism","trad_teacher_authority","w6","q62"
"traditionalism","trad_hierarchical_obedience","w1","q133"
"traditionalism","trad_hierarchical_obedience","w2","q134"
"traditionalism","trad_hierarchical_obedience","w3","q141"
"traditionalism","trad_hierarchical_obedience","w4","q142"
"traditionalism","trad_hierarchical_obedience","w5","q149"
"traditionalism","trad_hierarchical_obedience","w6","q149"
"traditionalism","trad_avoid_quarrel","w3","q58"
"traditionalism","trad_avoid_quarrel","w4","q63"
"traditionalism","trad_avoid_quarrel","w5","q65"
"traditionalism","trad_avoid_quarrel","w6","q63"
"traditionalism","trad_avoid_conflict","w3","q59"
"traditionalism","trad_avoid_conflict","w4","q64"
"traditionalism","trad_avoid_conflict","w5","q66"
"traditionalism","trad_avoid_conflict","w6","q64"
"traditionalism","trad_defer_coworkers","w1","q068"
"traditionalism","trad_defer_coworkers","w2","q59"
"traditionalism","trad_defer_coworkers","w3","q60"
"traditionalism","trad_defer_coworkers","w4","q65"
"traditionalism","trad_defer_coworkers","w5","q67"
"traditionalism","trad_defer_coworkers","w6","q65"
"traditionalism","trad_fatalism","w1","q067"
"traditionalism","trad_fatalism","w3","q61"
"traditionalism","trad_fatalism","w4","q66"
"traditionalism","trad_fatalism","w5","q68"
"traditionalism","trad_fatalism","w6","q66"
"traditionalism","trad_son_preference","w3","q62"
"traditionalism","trad_son_preference","w4","q67"
"traditionalism","trad_son_preference","w5","q69"
"traditionalism","trad_son_preference","w6","q67"
"traditionalism","trad_hire_relatives","w1","q065"
"traditionalism","trad_accommodate_neighbor","w1","q066"
"traditionalism","trad_accommodate_neighbor","w2","q58"
"traditionalism","trad_male_supervisor","w1","q070"
"traditionalism","trad_elder_dispute","w1","q071"
"traditionalism","trad_longterm_planning","w4","q59"
"traditionalism","trad_longterm_gains","w4","q68"
